ID_VENTA,DNI,Fecha
703341255,65917772,2025-04-08
161428328,11364882,2025-03-19
152083329,59447379,2024-10-07
169142647,46271648,2025-08-03
791649253,68549586,2025-10-25
338388450,60071781,2024-09-05
142480929,68107722,2024-01-12
931188554,85440897,2025-04-30
712748410,33399996,2025-03-03
942179938,84252077,2025-09-14
229525864,57634057,2024-06-21
461096790,22253286,2025-08-20
184150980,65313728,2023-07-19
132009663,77637060,2025-04-01
512456960,29883842,2025-04-28
158184804,20447780,2024-10-26
242443454,55843464,2025-06-09
890373515,13156964,2025-01-19
904924287,55569304,2023-06-04
636744104,78546305,2025-04-26
638253880,65764577,2023-07-10
816756515,10895675,2025-03-15
929967177,31985806,2023-09-25
518185540,87860944,2025-02-03
402172458,48463442,2023-07-22
941722694,97582477,2025-05-05
778662846,24212731,2023-06-04
740970884,87589393,2023-08-23
942249797,60331967,2023-11-08
970887293,80276077,2023-08-17
510713587,54277459,2023-06-10
838621218,41179867,2025-07-18
792081706,77004830,2024-09-07
880965519,84502287,2025-04-27
121652834,34941460,2025-06-07
621970171,89001711,2023-12-11
763476011,79556912,2025-02-18
453102588,15575299,2024-01-27
802992293,50443382,2025-02-16
736116388,30169228,2025-06-02
793838445,56939607,2025-08-07
685285448,55898017,2025-05-01
145097688,61809794,2025-05-24
344097810,11723644,2025-04-16
998359989,18172510,2025-03-29
207117706,69742158,2024-04-17
444881340,62089959,2023-08-20
459666988,11571578,2024-10-23
539248488,59358878,2025-08-27
480221407,78789724,2024-04-02
914235457,26308111,2023-07-01
902173848,93463170,2023-08-26
229586818,11854586,2025-06-20
821169604,76007041,2025-08-11
567418577,91884768,2024-03-21
732708632,83794219,2024-03-30
837783740,58893785,2025-11-17
709143091,98965748,2024-08-09
400710343,26023131,2025-05-26
557153049,30086955,2024-03-12
494431784,76423420,2025-01-14
798828634,55037522,2025-11-15
442088139,37280052,2023-08-07
771660845,31844669,2024-04-18
240722555,30152058,2023-11-29
564083631,22159555,2023-10-09
326383293,10447188,2024-08-09
160163745,10427478,2023-11-21
773397004,76580916,2024-09-12
411480629,91537381,2025-12-21
565269697,45470884,2024-09-27
102016583,64510936,2024-07-15
702745592,71856288,2025-02-02
748256279,34419248,2023-09-17
420853387,34739157,2024-03-19
272217237,60051617,2025-04-25
147711254,33617032,2023-08-13
396667604,33870933,2025-09-20
893191054,86724698,2025-12-23
978287894,79560520,2024-02-27
891977544,65465571,2023-09-14
870116808,66040258,2025-08-21
253962196,26125658,2024-11-23
955449311,96401238,2024-02-26
528342389,36181111,2025-10-26
161529341,93391156,2024-08-07
785382782,37097136,2023-06-20
945215004,28122849,2024-12-20
879900051,41304980,2023-09-22
546848327,86217417,2024-11-06
390396719,26825652,2023-11-26
865722431,78495151,2025-01-07
156738412,17946031,2023-11-28
119185618,67294324,2025-07-16
993895778,58849922,2024-02-05
962938677,81927530,2023-12-12
713591613,24437316,2025-11-13
959246260,19120630,2025-07-27
100277434,59823948,2024-03-21
444425782,95202399,2025-09-06
789927791,46900483,2025-11-01
520121522,69604549,2023-09-09
370835255,59484105,2023-11-01
263094590,51238983,2025-03-31
455922945,91922967,2025-07-20
191935608,51855622,2025-01-26
627259764,76103281,2024-08-14
982089117,16759784,2024-04-09
467451828,69801809,2024-12-08
946093037,39478936,2025-03-12
858688970,28263013,2024-03-14
705835592,93966941,2024-03-26
577402917,14107732,2025-02-12
181451828,90860331,2024-05-04
232342268,63276958,2023-06-19
283157215,34405532,2024-02-25
312901793,56859406,2023-06-18
589052834,50285267,2023-12-11
857041239,52319570,2024-12-08
759267890,20131252,2025-01-26
390574683,50378514,2025-09-03
216887118,15429276,2025-02-07
101180042,35464121,2023-11-01
279236678,20986633,2023-07-31
273043068,51139379,2025-09-03
979618707,54672009,2024-06-29
557893247,36965050,2025-08-28
200955734,30119524,2023-12-31
276021845,78987410,2025-12-04
705931933,55771840,2024-07-01
546762199,52862228,2024-05-26
791330370,42394499,2023-10-25
176831486,75046936,2025-03-26
658539402,87630247,2025-03-17
291606944,44783117,2024-09-28
381712225,81451748,2025-08-25
251313692,31258207,2025-05-07
892860471,48132593,2024-12-19
584686645,22317730,2024-05-05
375323405,80813909,2023-07-09
228785282,83749195,2023-07-26
106808424,98220779,2025-04-03
131834383,80328635,2025-02-05
672347948,79791958,2023-12-20
764663435,88979139,2024-09-01
439346817,53668842,2024-08-30
228475193,31972944,2025-10-09
380415470,65644837,2025-05-01
377186823,13297634,2024-02-24
856152023,98926763,2024-01-04
469379480,62134727,2023-08-20
974719591,82599566,2024-04-07
333898060,89762732,2025-06-21
127445667,52847333,2023-12-16
173466095,68739488,2025-03-16
170935299,52817143,2024-10-23
649259567,62274841,2024-05-21
214064035,26838976,2024-01-02
613579044,85882613,2023-07-20
313626857,17612671,2025-01-11
374801116,24740534,2023-10-09
743694839,25931267,2023-06-15
497720309,92514990,2025-12-20
925224166,14464105,2024-07-20
611494443,51453265,2023-11-15
686522053,80474288,2025-09-09
684545353,71800031,2024-12-27
268971842,72961139,2024-02-20
815725866,66821878,2025-02-13
678703615,39812232,2023-08-21
474422201,31760766,2025-09-06
482064087,88938508,2023-06-05
724889885,42439261,2025-02-08
179579880,73293001,2023-12-10
256900415,37980205,2025-04-24
943409812,87091361,2024-11-10
330248050,95880552,2023-11-11
724500019,31393071,2023-08-02
221227307,71129615,2023-10-17
332643969,11939649,2024-10-09
681258966,36161600,2024-08-14
777956716,19361547,2024-06-22
203938727,26416166,2024-06-20
479845457,45601684,2025-03-11
450581209,41637173,2024-06-17
149858086,47261984,2023-06-06
383856184,76796182,2023-10-18
